#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-08-31
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1389815579.693765	CKOA6yOtaV5YO6nbl	192.168.12.10	1036	98.124.248.77	80	1	GET	cracked.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	231	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	Fa1wgH2FDj4nbiEif8	text/html
1389815583.981572	CTrjKu6tjiSyPeDn5	192.168.12.10	1062	74.125.224.187	80	3	GET	s0.2mdn.net	/viewad/2800571/1x1.gif	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F3KWGv2I3IPyAAlBwi	image/gif
1389815584.05527	CkSUbV3wK1nfCkdUHj	192.168.12.10	1064	23.62.228.51	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1382	200	OK	-	-	-	(empty)	-	-	-	-	-	FKSSod31DvtGi6qU34	text/plain
1389815584.076868	CM6skG2ASi0Crxp4Td	192.168.12.10	1055	198.144.98.88	80	5	GET	i.crackedcdn.com	/ui/shared/images/2013/global/icons/blue_dot_homepage.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1484	200	OK	-	-	-	(empty)	-	-	-	-	-	FeRGW01Vk8HxtqyzC2	image/png
1389815584.645341	CixzlmBPHPNMleVD4	192.168.12.10	1065	78.46.235.106	21093	1	GET	lanim.nambon.in	/ottox/sendmail.php?readme=40	http://klamb.in/a3	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	171840	200	OK	-	-	-	(empty)	-	-	-	-	-	FrNk7R3dhBziZ7fUSl	text/html
1389815588.008159	CWzXq64UNErwKJcmk	192.168.12.10	1069	78.46.235.106	21093	1	GET	palak.nambon.in	/specials.php?blue=282&request=4&cert=477&students=171&flash=499&stats=184&polls=711&skins=152&fonts=336	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	439415	200	OK	-	-	-	(empty)	-	-	-	-	-	FVGWabfmYPMxBznk3	application/x-dosexec
1389815594.218587	CsCpVus93T2rcyBt3	192.168.12.10	1070	72.21.91.19	80	1	GET	www.cracked.com	/favicon.ico	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4286	200	OK	-	-	-	(empty)	-	-	-	-	-	FINK2D33ke6gNbZmX6	image/x-icon
1389815615.391022	CUsK0f1vQ3hVxcNm5	192.168.12.10	1072	78.46.235.106	21093	1	GET	lanim.nambon.in	/ottox/testi.jnlp	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FywXzx4rzFu8YIYMal	text/plain
1389815615.393749	CaZqM441mSAXQpNDyl	192.168.12.10	1071	78.46.235.106	21093	1	GET	lanim.nambon.in	/ottox/applet.jnlp	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FoxnzD1cbXai9VO62c	text/plain
1389815615.42805	CUsK0f1vQ3hVxcNm5	192.168.12.10	1072	78.46.235.106	21093	2	GET	lanim.nambon.in	/ottox/applet.jnlp	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F17pnz19HQfsqGsDh5	text/plain
1389815615.43365	CaZqM441mSAXQpNDyl	192.168.12.10	1071	78.46.235.106	21093	2	GET	lanim.nambon.in	/ottox/testi.jnlp	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FcYcOkr6G01YuBdm4	text/plain
#close	2014-04-03-10-08-32
