#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-23-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337801078.608722	CppZWE49xuKesZFUxi	192.168.27.10	1030	216.146.38.125	80	1	GET	toytowngermany.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1337801105.179862	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	1	GET	www.easyvols.org	/base/js/completionMEV.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43500	200	OK	-	-	-	(empty)	-	-	-	-	-	FOksFl41F4EbVCpEOj	text/plain
1337801106.179837	C2jJBW2WKNCE42Bf9e	192.168.27.10	1060	74.125.127.156	80	1	GET	pagead2.googlesyndication.com	/pagead/images/ad_choices_i.png	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=90&slotname=6738056085&w=728&lmt=1337815361&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815361968&shv=r20120516&jsv=r20110914&saldr=1&correlator=1337815362062&frm=20&adk=320941997&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=497&ady=627&biw=780&bih=444&oid=3&fu=0&ifi=1&dtd=203	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	365	200	OK	-	-	-	(empty)	-	-	-	-	-	FOZMq04YNPHaxHjGP1	image/png
1337801105.106995	CVIDjU3UPIfAfd9GH4	192.168.27.10	1057	91.229.91.170	80	1	GET	ads.sharethewords.net	/in/langaban.php/langaban.php?showforum=lib	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	92672	200	OK	-	-	-	(empty)	-	-	-	-	-	F3fIgF4nFfgRuaUQ51	application/x-dosexec
1337801106.847435	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	2	GET	www.easyvols.org	/base/js/completionMEH.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13184	200	OK	-	-	-	(empty)	-	-	-	-	-	Fcf6ya4jXZDhLeeg86	text/plain
1337801106.878817	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	2	GET	www.easyvols.org	/base/js/completionMEC.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13155	200	OK	-	-	-	(empty)	-	-	-	-	-	Fa8Q0KXWlgVru2eCe	text/plain
1337801107.125836	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	3	GET	www.easyvols.org	/base/js/doubleCalendar.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27890	200	OK	-	-	-	(empty)	-	-	-	-	-	FRkPP7iTc7BmILIk5	text/plain
1337801107.129665	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	3	GET	www.easyvols.org	/base/css/js/formMEV.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	348	200	OK	-	-	-	(empty)	-	-	-	-	-	Fyeajg4fGih7DvOib4	text/plain
1337801106.791153	CoDnHS1M0DiwvfL8sb	192.168.27.10	1061	91.229.91.170	80	1	GET	ads.sharethewords.net	/in/laselack.php	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4924	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv9BZk3YuZQfa3etN3	application/pdf
1337801107.289451	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	4	GET	www.easyvols.org	/base/css/js/completionMEV.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1391	200	OK	-	-	-	(empty)	-	-	-	-	-	FEFaw949lquBGN03Z	text/plain
1337801107.299052	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	4	GET	www.easyvols.org	/base/css/js/completionMEH.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1172	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ9A243inCdw76K7Bd	text/plain
1337801107.452648	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	5	GET	www.easyvols.org	/base/css/js/completionMEC.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	744	200	OK	-	-	-	(empty)	-	-	-	-	-	FY6jcY8N5BlBwjBo3	text/plain
1337801107.456758	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	5	GET	www.easyvols.org	/base/css/js/calendar.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FTRcYv4Ka66cIhibse	text/plain
1337801107.557274	C3CumtfKGwGahIlvl	192.168.27.10	1051	27.121.104.59	80	3	GET	www.ukforex.co.uk	/Scripts/custom.chart.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	881	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb6vUj1XwY1XX8Efl4	text/plain
1337801107.606136	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	6	GET	www.easyvols.org	/base/styles/ei/en/type_a/300x150/def_mevhcp.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9802	200	OK	-	-	-	(empty)	-	-	-	-	-	FHr1S42XN9KnyPrH5k	text/plain
1337801107.610938	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	6	GET	www.easyvols.org	/base/styles/ei/en/type_a/300x150/mevhcp.css	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3674	200	OK	-	-	-	(empty)	-	-	-	-	-	FhnW6I134vIj0WXZf	text/plain
1337801107.78583	CIhdYD4pPqs60sUhrl	192.168.27.10	1045	27.121.104.59	80	7	GET	www.ukforex.co.uk	/Scripts/jquery.unobtrusive-ajax.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2745	200	OK	-	-	-	(empty)	-	-	-	-	-	F1rYjv1GxI5mhBbX48	text/plain
1337801107.878564	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	7	GET	www.easyvols.org	/base/imgs/default/calendrier.gif	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	335	200	OK	-	-	-	(empty)	-	-	-	-	-	Fzug3t3wPGDSqZo4o9	image/gif
1337801107.879137	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	7	GET	www.easyvols.org	/base/js/formulaires/formng/init.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	819	200	OK	-	-	-	(empty)	-	-	-	-	-	F6D6621ifKFZ1xQFUe	text/plain
1337801108.094441	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	8	GET	www.easyvols.org	/base/imgs/ei/type_a/300_mev_submit.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1161	200	OK	-	-	-	(empty)	-	-	-	-	-	FRJJg21gRcfNwW5cGf	image/png
1337801108.094809	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	8	GET	www.easyvols.org	/base/imgs/ei/type_a/300_meh_submit.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1453	200	OK	-	-	-	(empty)	-	-	-	-	-	FhfauF4kNofyNJbcZe	image/png
1337801108.360316	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	9	GET	www.easyvols.org	/base/imgs/ei/type_a/300_mec_submit.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1225	200	OK	-	-	-	(empty)	-	-	-	-	-	F41z7g3SJlaXE6FmDd	image/png
1337801108.360794	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	9	GET	www.easyvols.org	/base/imgs/ei/type_a/300_mev_li.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	869	200	OK	-	-	-	(empty)	-	-	-	-	-	FtGBoO36D7PgcyZk71	image/png
1337801108.552379	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	10	GET	www.easyvols.org	/base/imgs/ei/type_a/300_mec_li.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	891	200	OK	-	-	-	(empty)	-	-	-	-	-	FOkAXb10hfSOAyiSVf	image/png
1337801108.552031	Cqu8Xt4RGp9bG0AZFk	192.168.27.10	1058	62.210.160.193	80	10	GET	www.easyvols.org	/base/imgs/ei/type_a/300_meh_li.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1003	200	OK	-	-	-	(empty)	-	-	-	-	-	FyR6Ur2QVjiAH74dEb	image/png
1337801108.739843	CGxkHVZccUqsP32u8	192.168.27.10	1059	62.210.160.193	80	11	GET	www.easyvols.org	/base/imgs/ei/type_a/300_mep_li.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1011	200	OK	-	-	-	(empty)	-	-	-	-	-	FK1v8v38mes91eTux1	image/png
1337801109.563739	CSKcKQ1x2QzSXWEMk8	192.168.27.10	1063	62.210.160.198	80	1	GET	cdn.easyvoyage.com	/js/optim/gg_cc/ev/20100903.js?b201110051720	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	772	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz5F8s2wakxLGhwcIj	text/plain
1337801109.564016	CNXMYm2oHk6hlX88le	192.168.27.10	1062	62.210.160.198	80	1	GET	cdn.easyvoyage.com	/js/optim/gg_cc/ev/modules.js?b1337815386250	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3213	200	OK	-	-	-	(empty)	-	-	-	-	-	FnPLcvSKDG7HMlYGd	text/plain
1337801109.716344	CSKcKQ1x2QzSXWEMk8	192.168.27.10	1063	62.210.160.198	80	2	GET	cdn.easyvoyage.com	/js/optim/gg_cc/ev/lang/mapper.js?b201105261557	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2289	200	OK	-	-	-	(empty)	-	-	-	-	-	FM0F8J3vIhNuoX4Hy2	text/html
1337801110.240304	Cg6elU3ixKdHxGpNH4	192.168.27.10	1036	173.241.250.2	80	6	GET	d1.openx.org	/lg.php?bannerid=636423&campaignid=211354&zoneid=166118&loc=1&referer=http://www.toytowngermany.com/&cb=59be4c5f83&r_id=a7e445ec03baf3a846476427fc053146&r_ts=m4hptv	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FL3Jxe1WoP5Yzh49f9	image/gif
1337801110.042196	C3CumtfKGwGahIlvl	192.168.27.10	1051	27.121.104.59	80	4	GET	www.ukforex.co.uk	/Scripts/jquery.validate.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21173	200	OK	-	-	-	(empty)	-	-	-	-	-	FBEEAn2umMYGQ4rrn1	text/plain
1337801111.189503	CHDKGTMSppfgyJAy4	192.168.27.10	1041	74.125.127.154	80	3	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815387&ea=0&flash=10.0.32.18&url=http://www.toytowngermany.com/&dt=1337815387500&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=5860&biw=780&bih=438&oid=3&fu=0&ifi=2&dtd=890	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5184	200	OK	-	-	-	(empty)	-	-	-	-	-	F8Tx9I1xhhWUyiC8qc	text/html
1337801111.457971	C3QNZt4Le10SQCsMFk	192.168.27.10	1037	173.241.250.2	80	5	GET	d1.openx.org	/lg.php?bannerid=636423&campaignid=211354&zoneid=171035&loc=1&referer=http://www.toytowngermany.com/&cb=8e87116435&r_id=93ba4da1e501428297956c5ce58e0ffc&r_ts=m4hptv	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FAnTamW3vy6WmzJ4e	image/gif
1337801111.480085	Cm1U9Z2VZRfK2Pgoy5	192.168.27.10	1064	69.171.229.70	80	1	GET	www.facebook.com	/plugins/likebox.php?href=http://www.facebook.com/toytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14350	200	OK	-	-	-	(empty)	-	-	-	-	-	FboRm92E6qYzHjF8Qk	text/html
1337801111.877145	CANG3Z1b8UldffX5Y8	192.168.27.10	1067	198.87.51.50	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yO/r/tGcdeQ5ndfO.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2723	200	OK	-	-	-	(empty)	-	-	-	-	-	FgLPe54SZk31yf9BCd	text/plain
1337801111.878351	C2t3A73TfN6Af10el6	192.168.27.10	1068	198.87.51.35	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yY/r/JhD4OhrYm6c.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20358	200	OK	-	-	-	(empty)	-	-	-	-	-	FPnrec4FCcj6kKErMj	text/plain
1337801111.878742	CBfQMy2OKdQmCa6flc	192.168.27.10	1069	198.87.51.50	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yP/r/c1TgLV4JTX7.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15646	200	OK	-	-	-	(empty)	-	-	-	-	-	F7JsJ43TmOwi163dCk	text/plain
1337801111.876729	C7jcXf1Gbc80DErhYe	192.168.27.10	1066	198.87.51.35	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yT/r/h9u4wrEXpXW.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	275375	200	OK	-	-	-	(empty)	-	-	-	-	-	FjynLr4tLYCDuYaF47	text/plain
1337801111.877519	C2JcNV3NMKGmnkMq5i	192.168.27.10	1039	74.125.127.155	80	10	GET	pagead2.googlesyndication.com	/simgad/10751410232632522569	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815387&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815387500&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=5860&biw=780&bih=438&oid=3&fu=0&ifi=2&dtd=890	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35017	200	OK	-	-	-	(empty)	-	-	-	-	-	FCNyfB4n5Q34jyOASk	image/jpeg
1337801111.971262	C2t3A73TfN6Af10el6	192.168.27.10	1068	198.87.51.35	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/y3/r/3ZjaA6ENCAY.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6046	200	OK	-	-	-	(empty)	-	-	-	-	-	F3b4B12kDWbdfDTzZ4	text/plain
1337801111.971001	CANG3Z1b8UldffX5Y8	192.168.27.10	1067	198.87.51.50	80	2	GET	static.ak.fbcdn.net	/rsrc.php/v2/yi/r/b-DxVLfUvNW.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	56880	200	OK	-	-	-	(empty)	-	-	-	-	-	F3R1C74lbvYG7N8RN9	text/plain
1337801111.691475	CHDKGTMSppfgyJAy4	192.168.27.10	1041	74.125.127.154	80	4	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http://www.toytowngermany.com/&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085,5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43590	200	OK	-	-	-	(empty)	-	-	-	-	-	FFkNMA4N6oLMZcIJy5	text/html
1337801112.029019	CIhdYD4pPqs60sUhrl	192.168.27.10	1045	27.121.104.59	80	8	GET	www.ukforex.co.uk	/Scripts/jquery.validate.unobtrusive.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3853	200	OK	-	-	-	(empty)	-	-	-	-	-	FI7AQP24hfiqgGpZtc	text/plain
1337801112.273506	CJ3LDtyYOACKLPIz2	192.168.27.10	1043	198.87.51.16	80	2	GET	i-cdn.servedbyopenx.com	/273/2732b2df3db1100300d49e826d822014ea3e23e2/319/319277f7f8135acaca8481449dedc74e.gif	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	91587	200	OK	-	-	-	(empty)	-	-	-	-	-	FBY5sD1zaDcAJxSwd1	image/gif
1337801112.299535	Cg6elU3ixKdHxGpNH4	192.168.27.10	1036	173.241.250.2	80	7	GET	d1.openx.org	/lg.php?bannerid=769596&campaignid=357781&zoneid=165644&loc=http://www.toytowngermany.com/&cb=289615d18a&r_id=377bbfd701e1780f09e4fb782133e5f3&r_ts=m4hptv	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FQxmRm4Aj1szT2JAQ6	image/gif
1337801111.970682	C389po242nASr6ZTyb	192.168.27.10	1065	46.20.229.2	80	1	GET	www.toytowngermany.com	/xtra/adverts/the_local_logo_f57000.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4521	200	OK	-	-	-	(empty)	-	-	-	-	-	FtnjED1vlkuYnbMiw	image/png
1337801112.550292	C5KCiq1viSsbH6Yxf9	192.168.27.10	1070	46.20.229.1	80	1	GET	www.thelocal.se	/images/core/arrow_orange_inverse4.png	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	183	200	OK	-	-	-	(empty)	-	-	-	-	-	FeLn9D3xscpwlokUZe	image/png
1337801112.745691	C4mYH63yJhLlhbTgUe	192.168.27.10	1071	173.194.79.149	80	1	GET	s0.2mdn.net	/3164974/plcr_2053948_0_1337722883707.js	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15261	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqm7fO2zE5zhzmzVll	text/plain
1337801112.779228	CQZlL22uwZThEgej1c	192.168.27.10	1072	174.35.3.17	80	1	GET	puma.vizu.com	/cdn/00/00/43/40/smart_tag.js?adid=48390045;siteid=N5295.134426.GOOGLEDISPLAYNETWOR;ord=[RANDOM]	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13130	200	OK	-	-	-	(empty)	-	-	-	-	-	FvwKn915U6esau7EXb	application/x-elc
1337801113.354402	C4mYH63yJhLlhbTgUe	192.168.27.10	1071	173.194.79.149	80	2	GET	s0.2mdn.net	/879366/inpageGlobalTemplate_v2_68_03.js	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	50679	200	OK	-	-	-	(empty)	-	-	-	-	-	F8vRMO395YmRAIoAB1	text/plain
1337801113.593757	C3QNZt4Le10SQCsMFk	192.168.27.10	1037	173.241.250.2	80	6	GET	d1.openx.org	/lg.php?bannerid=463094&campaignid=211707&zoneid=165645&loc=http://www.toytowngermany.com/&cb=c45848d98e&r_id=71a89ab07c294ddffb102ce22fa15de0&r_ts=m4hptv	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FktviR1nLZWH0gX32f	image/gif
1337801113.593031	CB5mww4rhPS8DpOmyi	192.168.27.10	1042	198.87.51.16	80	2	GET	i-cdn.servedbyopenx.com	/273/2732b2df3db1100300d49e826d822014ea3e23e2/5a3/5a3b0c0abf76f9e958da3b90e5d79be7.gif	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15800	200	OK	-	-	-	(empty)	-	-	-	-	-	FPk0Nh3Im7Glj3S5O4	image/gif
1337801113.141591	CBfQMy2OKdQmCa6flc	192.168.27.10	1069	198.87.51.50	80	2	GET	static.ak.fbcdn.net	/rsrc.php/v2/y4/r/sfkt3l9n0GX.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	462622	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp0bs61n461IrDOUi2	text/plain
1337801113.845539	Cg6elU3ixKdHxGpNH4	192.168.27.10	1036	173.241.250.2	80	8	GET	d1.openx.org	/lg.php?bannerid=636421&campaignid=211354&zoneid=166106&loc=1&referer=http://www.toytowngermany.com/&cb=8b2d6de2d0&r_id=ffc5bf670b79b58740f15074bd206a36&r_ts=m4hptv	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	Ftf6Z23nNNJZQgbW83	image/gif
