#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-44-05
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1331754382.802365	CuxURL1GN6ZTpuZSCg	192.168.105.10	1030	199.102.249.25	80	1	GET	business.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	MOVED PERMANENTLY	-	-	-	(empty)	-	-	-	-	-	-	-
1331754385.094567	CW9QSO1V3xNxFkxIkb	192.168.105.10	1049	173.241.242.12	80	1	GET	ox-d.business.com	/w/1.0/ri?ts=0c2lkPTQxNTh8YXVpZD0yNDQ1N3xhaWQ9MjY1NDc4fHB1Yj01MzkyfGxpZD0xNDExMzh8dD00fHJpZD1iMjYzY2IzYi1lZTk0LTRjZDctYjNkNC0xMjdiNGRiYjI4ODV8b2lkPTQ1OTE1fGJtPUJVWUlORy5HVUFSQU5URUVEVk9MVU1FR09BTHxwPTEwMDAwfHBjPVVTRHxhYz1VU0R8cG09UFJJQ0lORy5DUE18c3NpZD0zMDcxfHJ0PTEzMzE3NTQyNjh8cHI9MTAwMDB8YWR2PTMzMTk3&cb=65092990	http://ox-d.business.com/w/1.0/afr?mi=9ff76b25-534b-4534-bf49-954879ff93e3&mn=1&mc=1&cc=1&auid=24457&cb=25071006	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FDTRvi3uNo975V9t64	image/gif
1331754385.321736	CesVQB3cJWSXWAiBug	192.168.105.10	1050	85.93.18.197	80	1	GET	track-t10.com	/view/final/wrapper/tagBMM.js?candibal=7405298&ver=3	http://ox-d.business.com/w/1.0/afr?mi=9ff76b25-534b-4534-bf49-954879ff93e3&mn=1&mc=1&cc=1&auid=24457&cb=25071006	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	185	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	Fkvt5q2DLmGDGUn4F2	text/html
1331754385.429284	CesVQB3cJWSXWAiBug	192.168.105.10	1050	85.93.18.197	80	2	GET	track-t10.com	/view/final/wrapper/tagBMM.js/?candibal=7405298&ver=3	http://ox-d.business.com/w/1.0/afr?mi=9ff76b25-534b-4534-bf49-954879ff93e3&mn=1&mc=1&cc=1&auid=24457&cb=25071006	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13481	200	OK	-	-	-	(empty)	-	-	-	-	-	Fre55z1497yejEzOo5	text/plain
1331754386.474726	CesVQB3cJWSXWAiBug	192.168.105.10	1050	85.93.18.197	80	3	GET	track-t10.com	/crt/1GAP/300x250.jpg	http://ox-d.business.com/w/1.0/afr?mi=9ff76b25-534b-4534-bf49-954879ff93e3&mn=1&mc=1&cc=1&auid=24457&cb=25071006	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	36810	200	OK	-	-	-	(empty)	-	-	-	-	-	FRrLPPFla2o6hpVW9	image/jpeg
1331754386.618407	COecNIGS7GdhhMLk4	192.168.105.10	1055	91.200.176.27	80	1	GET	91.200.176.27	/google.php?gmpid=2a4baa7030106862	http://ox-d.business.com/w/1.0/afr?mi=9ff76b25-534b-4534-bf49-954879ff93e3&mn=1&mc=1&cc=1&auid=24457&cb=25071006	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17740	200	OK	-	-	-	(empty)	-	-	-	-	-	FXBn9jpvG1n5nc0vj	text/html
1331754391.064645	COecNIGS7GdhhMLk4	192.168.105.10	1055	91.200.176.27	80	2	GET	91.200.176.27	/w.php?f=00f49&e=2	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	346624	200	OK	-	-	-	(empty)	-	-	-	-	-	FrnWto3KYxiJckFdzi	application/x-dosexec
1331754394.145504	CGybVT3LVlNobbC60a	192.168.105.10	1056	91.200.176.27	80	1	GET	91.200.176.27	/content/field.swf	http://www.business.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1557	200	OK	-	-	-	(empty)	-	-	-	-	-	Fq6ySK2y1YwkDtmqC7	application/x-shockwave-flash
1331754393.94186	COecNIGS7GdhhMLk4	192.168.105.10	1055	91.200.176.27	80	3	GET	91.200.176.27	/content/ap2.php?f=00f49	http://91.200.176.27/google.php?gmpid=2a4baa7030106862	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	126203	200	OK	-	-	-	(empty)	-	-	-	-	-	FQelQ53V6FpMCVrgz4	application/pdf
1331754407.497139	Cx8iaE3XAoJFDWDiM2	192.168.105.10	1058	69.31.73.170	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1568	200	OK	-	-	-	(empty)	-	-	-	-	-	FV4Gvq1aq79pizPQp7	text/html
1331754407.478021	CGybVT3LVlNobbC60a	192.168.105.10	1056	91.200.176.27	80	2	GET	91.200.176.27	/content/score.swf	http://91.200.176.27/content/field.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6923	200	OK	-	-	-	(empty)	-	-	-	-	-	FJNSqg2bzYaK2ltrpd	application/x-shockwave-flash
1331754411.285874	CH0SDM1K3RPiRG8qq5	192.168.105.10	1059	91.200.176.27	80	1	GET	91.200.176.27	/content/Qai.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	14798	200	OK	-	-	-	(empty)	-	-	-	-	-	FNLFVx2S4fecnVpNyj	application/zip
1331754412.318925	Cnxycj2mouTdYeyKad	192.168.105.10	1060	91.200.176.27	80	1	GET	91.200.176.27	/com.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	169	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FXWl6U269EQwgPfJ18	text/html
1331754412.474671	Cnxycj2mouTdYeyKad	192.168.105.10	1060	91.200.176.27	80	2	GET	91.200.176.27	/edu.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	169	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FJi39x37eryGIHZzIk	text/html
1331754412.623608	Cnxycj2mouTdYeyKad	192.168.105.10	1060	91.200.176.27	80	3	GET	91.200.176.27	/net.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	169	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FPn6LwqAyWqSQNDN7	text/html
1331754412.772774	Cnxycj2mouTdYeyKad	192.168.105.10	1060	91.200.176.27	80	4	GET	91.200.176.27	/org.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	169	404	Not Found	-	-	-	(empty)	-	-	-	-	-	Fhomit4cxqP1Ud8Gac	text/html
#close	2014-04-03-10-44-06
